,location,total_sqft,bath,price,bedroom
9303,Thanisandra,1276.0,2.0,75.0,2
9304,Thanisandra,693.0,1.0,34.3,1
9305,Thanisandra,2259.0,5.0,135.0,4
9306,Thanisandra,1265.0,2.0,78.0,2
9307,Thanisandra,1732.0,3.0,85.73,3
9308,Thanisandra,934.0,2.0,55.0,2
9309,Thanisandra,1056.0,2.0,68.0,2
9310,Thanisandra,1595.0,3.0,110.0,3
9311,Thanisandra,1411.0,3.0,93.15,3
9312,Thanisandra,1093.0,2.0,68.1,2
9313,Thanisandra,1370.0,2.0,61.0,3
9314,Thanisandra,1093.0,2.0,72.0,2
9315,Thanisandra,1200.0,2.0,53.5,2
9316,Thanisandra,1698.0,3.0,107.0,3
9317,Thanisandra,1564.0,3.0,105.0,3
9318,Thanisandra,1265.0,2.0,83.0,2
9319,Thanisandra,784.0,1.0,35.285,1
9320,Thanisandra,965.0,2.0,56.0,2
9321,Thanisandra,1546.0,3.0,95.0,3
9322,Thanisandra,777.0,1.0,38.535,1
9323,Thanisandra,1697.0,3.0,110.0,3
9324,Thanisandra,1492.0,3.0,88.0,3
9325,Thanisandra,2072.0,3.0,122.0,3
9326,Thanisandra,1880.0,3.0,120.0,3
9327,Thanisandra,760.0,1.0,50.0,1
9328,Thanisandra,1200.0,2.0,60.0,2
9329,Thanisandra,933.0,2.0,58.0,1
9330,Thanisandra,1917.0,3.0,110.0,3
9331,Thanisandra,1996.0,4.0,123.0,3
9332,Thanisandra,1183.0,2.0,77.25,2
9333,Thanisandra,1491.0,3.0,88.0,3
9334,Thanisandra,1881.0,3.0,95.0,3
9335,Thanisandra,662.0,1.0,29.0,1
9336,Thanisandra,1183.0,2.0,58.56,2
9337,Thanisandra,1564.0,3.0,100.0,3
9338,Thanisandra,662.0,1.0,45.0,1
9339,Thanisandra,1573.0,3.0,98.0,3
9340,Thanisandra,1262.0,2.0,83.0,3
9341,Thanisandra,1056.0,2.0,65.0,2
9342,Thanisandra,1131.0,2.0,55.975,2
9343,Thanisandra,1702.0,3.0,115.0,3
9344,Thanisandra,1343.0,2.0,75.0,2
9345,Thanisandra,1935.0,4.0,122.0,3
9346,Thanisandra,933.0,2.0,55.0,2
9347,Thanisandra,1183.0,2.0,77.3,2
9348,Thanisandra,662.0,1.0,38.0,1
9349,Thanisandra,1265.0,2.0,72.0,2
9350,Thanisandra,1595.0,3.0,105.0,3
9351,Thanisandra,1241.0,2.0,65.0,3
9352,Thanisandra,580.0,1.0,27.5,1
9353,Thanisandra,2087.0,4.0,139.0,3
9354,Thanisandra,1340.0,2.0,66.33,2
9355,Thanisandra,1098.0,2.0,71.0,2
9356,Thanisandra,1411.0,3.0,93.25,3
9357,Thanisandra,1262.0,2.0,65.0,3
9358,Thanisandra,1234.0,2.0,51.0,2
9359,Thanisandra,1732.0,3.0,112.0,3
9360,Thanisandra,933.0,1.0,61.0,1
9361,Thanisandra,1702.0,3.0,107.0,3
9362,Thanisandra,747.0,1.0,34.355,1
9363,Thanisandra,2030.0,4.0,125.0,3
9364,Thanisandra,1140.0,2.0,59.0,2
9365,Thanisandra,1948.0,4.0,129.0,4
9366,Thanisandra,1573.0,3.0,90.0,3
9367,Thanisandra,1056.0,2.0,70.0,2
9368,Thanisandra,1595.0,3.0,96.0,3
9369,Thanisandra,1732.0,3.0,85.73,3
9370,Thanisandra,1226.0,2.0,65.0,2
9371,Thanisandra,1245.0,2.0,83.05,2
9372,Thanisandra,1261.0,2.0,80.0,3
9373,Thanisandra,1884.0,4.0,117.0,3
9374,Thanisandra,965.0,2.0,54.0,2
9375,Thanisandra,1930.0,4.0,122.0,3
9376,Thanisandra,777.0,1.0,38.46,1
9377,Thanisandra,1241.0,2.0,68.0,3
9378,Thanisandra,1930.0,4.0,120.0,3
9379,Thanisandra,760.0,1.0,50.4,1
9380,Thanisandra,663.0,1.0,32.82,1
9381,Thanisandra,1801.0,3.0,115.0,3
9383,Thanisandra,3671.0,4.0,220.0,4
9384,Thanisandra,1110.0,2.0,46.5,2
9385,Thanisandra,1305.0,2.0,90.0,2
9386,Thanisandra,1965.0,4.0,125.0,3
9387,Thanisandra,1573.0,3.0,100.0,3
9388,Thanisandra,1533.0,3.0,75.885,3
9389,Thanisandra,2259.0,3.0,112.0,4
9390,Thanisandra,1917.0,4.0,130.0,4
9391,Thanisandra,1226.0,2.0,65.59,2
9393,Thigalarapalya,2072.0,4.0,142.0,3
9394,Thigalarapalya,1297.0,2.0,103.0,2
9395,Thigalarapalya,1418.0,2.0,95.0,2
9398,Thigalarapalya,2072.0,4.0,150.0,3
9399,Thigalarapalya,1418.0,2.0,103.0,2
9400,Thigalarapalya,1418.0,2.0,101.0,2
9401,Thigalarapalya,1418.0,2.0,104.0,2
9402,Thigalarapalya,2072.0,4.0,139.0,3
9403,Thigalarapalya,3122.0,5.0,225.0,4
9405,Thigalarapalya,1418.0,2.0,103.0,2
9406,Thigalarapalya,2072.0,4.0,159.0,3
9407,Thigalarapalya,2072.0,4.0,147.0,3
9408,Thigalarapalya,1418.0,2.0,106.0,2
9409,Thigalarapalya,2215.0,4.0,156.0,3
9410,Thigalarapalya,1418.0,2.0,104.0,2
9412,Thigalarapalya,1418.0,2.0,105.0,2
9413,Thigalarapalya,1418.0,2.0,104.0,2
9414,Thigalarapalya,2072.0,4.0,139.0,3
9415,Thigalarapalya,2215.0,4.0,160.0,3
9416,Thigalarapalya,1418.0,2.0,106.0,2
9417,Thigalarapalya,2072.0,4.0,155.0,3
9418,Thigalarapalya,1830.0,4.0,135.0,3
9419,Thigalarapalya,1418.0,2.0,105.0,2
9420,Thigalarapalya,2072.0,4.0,160.0,3
9421,Thigalarapalya,2215.0,4.0,150.0,3
9422,Thigalarapalya,2215.0,4.0,154.0,3
9423,Thigalarapalya,2072.0,4.0,152.0,3
9424,Thigalarapalya,2072.0,4.0,160.0,3
9425,Thigalarapalya,2072.0,4.0,155.0,3
9427,Thigalarapalya,2072.0,4.0,153.0,3
9428,Thigalarapalya,2215.0,4.0,150.0,3
9429,Thigalarapalya,2072.0,4.0,157.0,3
9430,Thigalarapalya,1418.0,2.0,105.0,2
9431,Thigalarapalya,3362.0,5.0,249.0,4
9433,Thigalarapalya,1830.0,3.0,133.0,3
9434,Thigalarapalya,2215.0,4.0,154.0,3
9435,Thigalarapalya,4190.0,4.0,325.0,4
9436,Thigalarapalya,2215.0,4.0,157.0,3
9437,Thigalarapalya,2072.0,4.0,151.0,3
9438,Thigalarapalya,4303.0,5.0,300.0,4
9439,Thigalarapalya,1400.0,2.0,105.0,2
9440,Thigalarapalya,2215.0,4.0,162.0,3
9441,Thigalarapalya,1297.0,2.0,98.0,2
9442,Thigalarapalya,2215.0,4.0,152.0,3
9443,Thubarahalli,3800.0,4.0,239.0,4
9444,Thubarahalli,1200.0,2.0,78.0,2
9445,Thubarahalli,1128.0,2.0,75.0,2
9446,Thubarahalli,1185.0,2.0,65.0,2
9447,Thubarahalli,975.0,2.0,55.0,2
9448,Thubarahalli,1330.0,2.0,75.0,2
9449,Thubarahalli,1085.0,2.0,70.0,2
9450,Thubarahalli,1216.0,2.0,80.0,2
9451,Thubarahalli,1200.0,2.0,79.0,2
9452,Thubarahalli,1200.0,2.0,80.0,2
9453,Thubarahalli,1200.0,2.0,79.55,2
9454,Thubarahalli,1540.0,3.0,90.0,3
9455,Thubarahalli,2625.0,3.0,175.0,3
9456,Thubarahalli,975.0,2.0,50.0,2
9457,Thubarahalli,1540.0,3.0,90.0,3
9458,Thubarahalli,1584.0,3.0,101.0,3
9459,Thyagaraja Nagar,800.0,1.0,100.0,1
9460,Thyagaraja Nagar,2000.0,4.0,145.0,5
9461,Thyagaraja Nagar,1270.0,2.0,95.25,3
9462,Thyagaraja Nagar,1040.0,2.0,68.0,2
9463,Tindlu,1500.0,2.0,87.0,3
9464,Tindlu,7500.0,7.0,400.0,7
9465,Tindlu,1357.0,2.0,65.0,3
9466,Tindlu,1350.0,2.0,100.0,2
9467,Tindlu,1500.0,3.0,87.0,3
9468,Tindlu,1180.0,2.0,52.0,2
9469,Tindlu,1370.07,3.0,65.0,3
9470,Tindlu,1165.0,2.0,59.8,2
9471,Tindlu,1050.0,2.0,55.0,2
9472,Tindlu,1100.0,2.0,55.0,2
9473,Tumkur Road,1500.0,3.0,95.0,3
9474,Tumkur Road,1779.0,3.0,112.0,3
9475,Tumkur Road,1586.0,3.0,100.0,3
9476,Tumkur Road,1098.0,2.0,72.0,2
9477,Tumkur Road,1354.0,3.0,90.0,3
9478,Tumkur Road,1240.0,2.0,84.0,3
9479,Tumkur Road,1239.0,2.0,82.0,2
9480,Tumkur Road,1246.0,2.0,82.0,2
9481,Tumkur Road,1500.0,3.0,100.0,3
9482,Tumkur Road,1789.0,3.0,98.0,3
9483,Tumkur Road,1416.0,3.0,94.0,3
9484,Tumkur Road,1027.0,2.0,60.0,2
9485,Tumkur Road,1027.0,2.0,68.62,2
9486,Tumkur Road,1459.0,2.0,95.0,3
9487,Tumkur Road,992.0,2.0,60.0,2
9488,Tumkur Road,1066.0,2.0,52.5,2
9489,Tumkur Road,1240.0,2.0,79.0,3
9490,Tumkur Road,1441.0,2.0,95.0,3
9491,Tumkur Road,1240.0,2.0,83.0,3
9492,Tumkur Road,1027.0,2.0,67.0,2
9493,Tumkur Road,1060.0,2.0,58.3,3
9494,Tumkur Road,1100.0,2.0,60.0,4
9495,Tumkur Road,1354.0,3.0,85.86,3
9496,Ulsoor,2135.0,3.0,215.0,3
9497,Ulsoor,2300.0,8.0,210.0,9
9498,Ulsoor,1275.0,2.0,120.0,2
9499,Ulsoor,1020.0,3.0,110.0,3
9500,Ulsoor,1180.0,2.0,100.0,2
9501,Ulsoor,1340.0,3.0,90.0,3
9502,Ulsoor,1500.0,2.0,125.0,3
9503,Ulsoor,2000.0,3.0,185.0,3
9504,Ulsoor,1255.0,2.0,120.0,2
9505,Ulsoor,1200.0,4.0,150.0,5
9506,Ulsoor,1685.0,4.0,185.0,3
9507,Ulsoor,2500.0,4.0,170.0,4
9508,Ulsoor,2135.0,3.0,170.0,3
9509,Ulsoor,1160.0,2.0,130.0,2
9510,Uttarahalli,1440.0,2.0,62.0,3
9511,Uttarahalli,1143.0,2.0,45.0,2
9512,Uttarahalli,1020.0,2.0,45.0,2
9513,Uttarahalli,1286.0,2.0,63.0,2
9514,Uttarahalli,1101.0,2.0,45.0,2
9515,Uttarahalli,1345.0,2.0,67.0,2
9516,Uttarahalli,1540.0,2.0,40.0,3
9517,Uttarahalli,1135.0,2.0,39.73,3
9518,Uttarahalli,1540.0,3.0,50.0,3
9519,Uttarahalli,1175.0,2.0,47.0,2
9520,Uttarahalli,1390.0,2.0,62.55,3
9521,Uttarahalli,1330.0,2.0,56.0,3
9522,Uttarahalli,1008.0,2.0,45.0,2
9523,Uttarahalli,1390.0,2.0,60.47,3
9524,Uttarahalli,1617.0,3.0,66.68,3
9525,Uttarahalli,1150.0,2.0,49.0,2
9526,Uttarahalli,1330.0,2.0,56.0,3
9527,Uttarahalli,1200.0,2.0,44.0,2
9528,Uttarahalli,1385.0,2.0,48.48,3
9529,Uttarahalli,1330.0,2.0,46.55,3
9530,Uttarahalli,882.0,2.0,30.0,2
9531,Uttarahalli,993.0,2.0,39.71,2
9532,Uttarahalli,1045.0,2.0,45.0,2
9533,Uttarahalli,850.0,2.0,37.93,2
9534,Uttarahalli,1330.0,2.0,47.0,3
9535,Uttarahalli,3600.0,6.0,120.0,6
9536,Uttarahalli,1788.0,3.0,98.34,3
9537,Uttarahalli,1345.0,2.0,57.0,3
9538,Uttarahalli,1089.0,2.0,43.55,2
9539,Uttarahalli,1330.0,2.0,46.55,3
9540,Uttarahalli,1279.0,2.0,48.0,2
9541,Uttarahalli,1845.0,2.0,68.27,3
9542,Uttarahalli,1425.0,2.0,64.0,3
9543,Uttarahalli,1155.0,2.0,40.42,2
9544,Uttarahalli,1050.0,2.0,42.0,2
9545,Uttarahalli,1300.0,2.0,55.0,3
9546,Uttarahalli,1250.0,2.0,55.0,3
9547,Uttarahalli,1700.0,3.0,88.0,3
9548,Uttarahalli,1200.0,3.0,50.0,3
9549,Uttarahalli,1085.0,2.0,43.0,2
9550,Uttarahalli,1350.0,2.0,53.0,3
9551,Uttarahalli,1175.0,2.0,47.0,2
9552,Uttarahalli,1689.28,3.0,91.2,3
9553,Uttarahalli,1310.0,2.0,85.0,3
9554,Uttarahalli,1175.0,2.0,47.0,2
9555,Uttarahalli,1137.0,2.0,63.0,2
9556,Uttarahalli,1315.0,2.0,74.0,3
9557,Uttarahalli,1215.0,2.0,52.85,3
9558,Uttarahalli,1312.5,3.0,51.19,3
9559,Uttarahalli,1325.0,2.0,53.0,2
9560,Uttarahalli,1300.0,2.0,60.0,3
9561,Uttarahalli,850.0,2.0,35.0,2
9562,Uttarahalli,1627.86,3.0,88.0,3
9563,Uttarahalli,1490.0,2.0,59.6,3
9564,Uttarahalli,1360.0,2.0,61.2,3
9565,Uttarahalli,1280.0,2.0,75.0,2
9566,Uttarahalli,661.0,1.0,36.0,1
9567,Uttarahalli,1134.0,2.0,45.36,2
9568,Uttarahalli,1350.0,2.0,47.24,3
9569,Uttarahalli,1320.0,2.0,55.44,3
9570,Uttarahalli,1390.0,2.0,61.16,3
9571,Uttarahalli,1090.0,2.0,45.0,2
9572,Uttarahalli,1050.0,2.0,42.0,2
9573,Uttarahalli,1123.0,2.0,48.0,2
9574,Uttarahalli,1329.0,2.0,56.0,3
9575,Uttarahalli,938.0,2.0,35.0,2
9576,Uttarahalli,1345.0,2.0,47.0,3
9577,Uttarahalli,1285.0,2.0,44.98,3
9578,Uttarahalli,1100.0,1.0,45.0,2
9579,Uttarahalli,1125.0,2.0,47.0,2
9580,Uttarahalli,1300.0,2.0,47.0,3
9581,Uttarahalli,1685.0,3.0,85.0,3
9582,Uttarahalli,1390.0,2.0,62.55,3
9583,Uttarahalli,1490.0,2.0,59.6,3
9584,Uttarahalli,1180.0,2.0,41.3,2
9585,Uttarahalli,1380.0,2.0,42.0,2
9586,Uttarahalli,1737.0,2.0,95.0,3
9587,Uttarahalli,1385.0,2.0,48.48,3
9588,Uttarahalli,1160.0,2.0,45.0,2
9589,Uttarahalli,1280.0,2.0,60.0,3
9590,Uttarahalli,1480.0,2.0,58.0,3
9591,Uttarahalli,1190.0,2.0,53.55,2
9592,Uttarahalli,1330.0,2.0,57.0,3
9593,Uttarahalli,1560.0,3.0,74.0,3
9594,Uttarahalli,1250.0,2.0,50.0,3
9595,Uttarahalli,1125.0,2.0,48.0,2
9596,Uttarahalli,1320.0,2.0,55.44,3
9597,Uttarahalli,1255.0,2.0,50.19,3
9598,Uttarahalli,1160.0,2.0,40.6,2
9599,Uttarahalli,1255.0,2.0,50.19,3
9600,Uttarahalli,1163.0,2.0,68.0,2
9601,Uttarahalli,1330.0,2.0,39.9,3
9602,Uttarahalli,1065.0,2.0,42.59,2
9603,Uttarahalli,1075.0,2.0,46.76,2
9604,Uttarahalli,1155.0,2.0,40.6,2
9605,Uttarahalli,1150.0,2.0,70.0,2
9606,Uttarahalli,1065.0,2.0,42.59,3
9607,Uttarahalli,1360.0,2.0,47.59,3
9608,Uttarahalli,1099.0,2.0,65.0,2
9609,Uttarahalli,1215.0,2.0,52.85,3
9610,Uttarahalli,1590.0,3.0,58.0,3
9611,Uttarahalli,1180.0,2.0,41.3,2
9612,Uttarahalli,1350.0,2.0,47.24,3
9613,Uttarahalli,1250.0,2.0,50.0,3
9614,Uttarahalli,1002.0,2.0,40.08,2
9615,Uttarahalli,1002.0,2.0,40.08,2
9616,Uttarahalli,1075.0,2.0,40.0,2
9617,Uttarahalli,1580.0,3.0,60.0,3
9618,Uttarahalli,1155.0,2.0,40.43,2
9619,Uttarahalli,1650.0,2.0,50.0,3
9620,Uttarahalli,1025.0,2.0,35.88,2
9621,Uttarahalli,1125.0,2.0,47.65,2
9622,Uttarahalli,1300.0,2.0,55.0,2
9623,Uttarahalli,1025.0,2.0,35.88,2
9624,Uttarahalli,980.0,2.0,45.0,2
9625,Uttarahalli,1125.0,2.0,47.0,2
9626,Uttarahalli,1135.0,2.0,39.73,3
9627,Uttarahalli,1350.0,2.0,47.24,3
9628,Uttarahalli,1250.0,2.0,50.0,3
9629,Uttarahalli,1250.0,2.0,50.0,3
9630,Uttarahalli,1175.0,2.0,47.0,2
9631,Uttarahalli,1360.0,2.0,47.59,3
9632,Uttarahalli,1360.0,2.0,47.59,3
9633,Uttarahalli,1525.0,2.0,62.82,3
9634,Uttarahalli,1265.0,2.0,65.0,3
9635,Uttarahalli,1590.0,3.0,57.0,3
9636,Uttarahalli,1330.0,2.0,46.55,3
9637,Uttarahalli,1213.0,2.0,48.0,2
9638,Uttarahalli,1475.0,2.0,59.0,3
9639,Uttarahalli,900.0,2.0,35.0,2
9640,Uttarahalli,1065.0,2.0,42.6,2
9641,Uttarahalli,1330.0,2.0,46.55,3
9642,Uttarahalli,1250.0,2.0,50.0,3
9643,Uttarahalli,1125.0,2.0,47.0,2
9644,Uttarahalli,1270.0,2.0,55.25,3
9645,Uttarahalli,1270.0,2.0,55.25,3
9646,Uttarahalli,1107.0,2.0,45.0,2
9647,Uttarahalli,1200.0,2.0,55.0,2
9648,Uttarahalli,1330.0,2.0,46.45,3
9649,Uttarahalli,1460.0,3.0,76.0,3
9650,Uttarahalli,1500.0,3.0,68.0,3
9651,Uttarahalli,1120.0,2.0,50.0,2
9652,Uttarahalli,1150.0,2.0,46.0,2
9653,Uttarahalli,1330.0,2.0,58.0,3
9654,Uttarahalli,1590.0,3.0,57.0,3
9655,Uttarahalli,1050.0,2.0,42.0,2
9656,Uttarahalli,1125.0,2.0,48.0,2
9657,Uttarahalli,4500.0,4.0,150.0,4
9658,Uttarahalli,1345.0,2.0,57.0,3
9659,Uttarahalli,1345.0,2.0,57.0,3
9660,Uttarahalli,1490.0,2.0,59.6,3
9661,Uttarahalli,1000.0,2.0,52.0,2
9662,Uttarahalli,1037.0,2.0,36.0,2
9663,Uttarahalli,1245.0,2.0,43.58,3
9664,Uttarahalli,1000.0,2.0,39.5,2
9665,Uttarahalli,1125.0,1.0,45.0,2
9666,Uttarahalli,1308.0,2.0,53.0,3
9667,Uttarahalli,1160.0,2.0,40.58,2
9668,Uttarahalli,1123.0,2.0,60.0,2
9669,Uttarahalli,1590.0,3.0,57.0,3
9670,Uttarahalli,1000.0,2.0,35.0,2
9671,Uttarahalli,1330.0,2.0,57.0,3
9672,Uttarahalli,1125.0,2.0,47.0,2
9673,Uttarahalli,1165.0,1.0,42.09,2
9674,Uttarahalli,1260.0,2.0,55.0,2
9675,Uttarahalli,1284.0,2.0,53.36,2
9676,Uttarahalli,1150.0,2.0,45.99,2
9677,Uttarahalli,1385.0,2.0,48.48,3
9678,Uttarahalli,1290.0,2.0,56.12,3
9679,Uttarahalli,1328.0,2.0,56.0,3
9680,Uttarahalli,1040.0,2.0,36.4,2
9681,Uttarahalli,1290.0,2.0,56.12,3
9682,Uttarahalli,1590.0,3.0,57.0,3
9683,Uttarahalli,1075.0,2.0,46.76,2
9684,Uttarahalli,1345.0,2.0,57.0,3
9685,Varthur,1160.0,2.0,44.0,2
9686,Varthur,1385.0,2.0,80.0,2
9687,Varthur,1535.0,3.0,65.99,3
9688,Varthur,1024.0,2.0,42.0,2
9689,Varthur,1125.0,2.0,40.0,2
9690,Varthur,1112.0,2.0,40.0,2
9691,Varthur,1055.0,2.0,45.35,2
9692,Varthur,1280.0,2.0,65.0,2
9693,Varthur,977.0,2.0,36.0,2
9694,Varthur,1250.0,3.0,71.0,3
9695,Varthur,1200.0,3.0,67.75,3
9696,Varthur,1111.0,2.0,41.88,2
9697,Varthur,1140.0,2.0,55.5,2
9698,Varthur,1012.0,2.0,59.0,2
9699,Varthur,1140.0,2.0,39.9,2
9700,Varthur,1090.0,2.0,48.0,2
9701,Varthur,1450.0,3.0,71.0,3
9702,Varthur,1210.0,2.0,60.0,2
9703,Varthur,1070.0,2.0,46.0,2
9704,Varthur,1360.0,2.0,85.0,3
9705,Varthur,965.0,2.0,34.0,2
9706,Varthur,1120.0,2.0,44.24,2
9707,Varthur,1395.0,2.0,79.0,3
9708,Varthur,1085.0,2.0,45.0,2
9709,Varthur,1250.0,2.0,47.0,2
9710,Varthur,1200.0,3.0,68.38,3
9711,Varthur,1520.0,2.0,61.0,3
9712,Varthur,1155.0,2.0,60.0,2
9713,Varthur,1035.0,2.0,60.0,2
9714,Varthur,1100.0,2.0,72.0,2
9715,Varthur,1155.0,2.0,39.0,2
9716,Varthur,1180.0,2.0,55.0,2
9717,Varthur,1520.0,2.0,60.0,3
9718,Varthur,1000.0,4.0,65.0,5
9719,Varthur,1738.0,2.0,57.35,2
9720,Varthur,1045.0,2.0,40.65,2
9721,Varthur,1155.0,2.0,39.0,2
9722,Varthur,1615.0,3.0,69.43,3
9723,Varthur,1210.0,2.0,64.15,2
9724,Varthur,1737.0,2.0,57.32,3
9725,Varthur,1105.0,2.0,38.0,2
9726,Varthur,1560.0,3.0,90.0,3
9727,Varthur,1760.0,2.0,85.0,2
9728,Varthur,1210.0,2.0,54.0,2
9729,Varthur,1112.0,2.0,40.0,2
9730,Varthur,1600.0,3.0,63.2,3
9731,Varthur,1000.0,1.0,65.0,2
9732,Varthur,1665.0,3.0,71.58,3
9733,Varthur Road,900.0,2.0,27.0,2
9734,Varthur Road,1277.0,2.0,59.0,2
9735,Varthur Road,1247.0,2.0,58.0,3
9736,Varthur Road,1050.0,2.0,42.7,2
9737,Varthur Road,1255.0,2.0,52.76,2
9738,Varthur Road,1033.0,2.0,30.47,3
9739,Varthur Road,1033.0,2.0,32.0,2
9740,Varthur Road,1140.0,2.0,49.11,2
9741,Varthur Road,850.0,2.0,25.4,2
9742,Vasanthapura,1400.0,3.0,60.0,3
9743,Vasanthapura,1022.0,2.0,40.0,2
9744,Vasanthapura,1135.0,2.0,39.73,2
9745,Vasanthapura,995.0,2.0,34.82,2
9746,Vasanthapura,995.0,2.0,34.82,2
9747,Vasanthapura,1050.0,2.0,47.0,2
9748,Vasanthapura,940.0,2.0,40.0,2
9749,Vasanthapura,1500.0,2.0,65.0,2
9750,Vasanthapura,1037.0,2.0,36.28,2
9751,Vasanthapura,978.0,2.0,34.22,2
9752,Vasanthapura,1037.0,2.0,36.28,2
9753,Vidyaranyapura,1440.0,2.0,95.0,2
9754,Vidyaranyapura,1062.0,2.0,38.0,2
9755,Vidyaranyapura,1200.0,2.0,55.0,2
9756,Vidyaranyapura,1200.0,4.0,90.0,4
9757,Vidyaranyapura,1485.0,2.0,67.0,3
9758,Vidyaranyapura,1060.0,2.0,55.0,2
9759,Vidyaranyapura,1100.0,2.0,54.0,2
9760,Vidyaranyapura,4700.0,10.0,130.0,9
9761,Vidyaranyapura,1440.0,2.0,70.0,3
9762,Vidyaranyapura,1100.0,2.0,54.0,2
9763,Vidyaranyapura,1000.0,2.0,35.0,2
9764,Vidyaranyapura,1560.0,3.0,68.0,3
9765,Vidyaranyapura,1120.0,2.0,70.0,2
9766,Vidyaranyapura,945.0,2.0,40.0,2
9767,Vidyaranyapura,1100.0,2.0,54.0,2
9768,Vidyaranyapura,1200.0,2.0,65.0,3
9769,Vidyaranyapura,1200.0,2.0,52.0,2
9770,Vidyaranyapura,2640.0,6.0,225.0,5
9771,Vidyaranyapura,1175.0,2.0,35.0,2
9772,Vidyaranyapura,1050.0,2.0,50.0,2
9773,Vidyaranyapura,1188.0,2.0,50.0,2
9774,Vidyaranyapura,1100.0,2.0,75.0,3
9775,Vidyaranyapura,1100.0,2.0,72.0,3
9776,Vidyaranyapura,2400.0,5.0,135.0,4
9777,Vidyaranyapura,1100.0,2.0,41.0,2
9778,Vidyaranyapura,1200.0,2.0,60.5,2
9779,Vidyaranyapura,1200.0,2.0,42.0,2
9780,Vijayanagar,1704.0,3.0,110.0,3
9781,Vijayanagar,1933.0,3.0,129.0,3
9782,Vijayanagar,1500.0,3.0,75.5,3
9783,Vijayanagar,1450.0,3.0,100.0,3
9784,Vijayanagar,1580.0,2.0,134.0,3
9785,Vijayanagar,1826.0,3.0,121.0,3
9786,Vijayanagar,1739.0,3.0,116.0,3
9787,Vijayanagar,1490.0,3.0,100.0,3
9788,Vijayanagar,1180.0,2.0,65.0,2
9789,Vijayanagar,606.0,1.0,34.78,1
9790,Vijayanagar,1352.0,2.0,68.0,2
9791,Vijayanagar,1527.0,3.0,115.0,3
9792,Vijayanagar,989.0,2.0,60.0,2
9793,Vijayanagar,1520.0,2.0,103.0,3
9794,Vijayanagar,1749.0,3.0,117.0,3
9795,Vijayanagar,1046.0,2.0,75.0,2
9796,Vijayanagar,606.0,1.0,40.0,1
9797,Vijayanagar,1200.0,2.0,62.0,2
9798,Vijayanagar,1300.0,2.0,75.0,3
9799,Vijayanagar,1484.0,3.0,79.19,3
9800,Vijayanagar,1760.0,3.0,140.0,3
9801,Vijayanagar,2047.0,3.0,136.0,3
9802,Vijayanagar,1200.0,2.0,75.0,3
9803,Vijayanagar,1178.0,2.0,82.0,2
9804,Vijayanagar,864.0,2.0,45.0,2
9806,Vijayanagar,920.0,2.0,60.0,2
9807,Vijayanagar,1019.0,2.0,58.0,2
9808,Vijayanagar,2400.0,6.0,125.0,5
9809,Vijayanagar,1180.0,2.0,86.0,2
9810,Vijayanagar,1046.0,2.0,49.06,2
9811,Vijayanagar,2400.0,2.0,230.0,1
9812,Vijayanagar,492.0,1.0,40.0,1
9813,Vijayanagar,1375.0,2.0,75.0,3
9814,Vishveshwarya Layout,4000.0,7.0,225.0,7
9815,Vishveshwarya Layout,750.0,1.0,30.0,1
9816,Vishveshwarya Layout,2000.0,4.0,75.0,4
9817,Vishveshwarya Layout,2100.0,6.0,92.0,6
9818,Vishveshwarya Layout,7000.0,4.0,210.0,4
9819,Vishveshwarya Layout,2000.0,3.0,90.0,4
9820,Vishveshwarya Layout,4000.0,6.0,230.0,6
9821,Vishwapriya Layout,820.0,2.0,30.0,2
9822,Vishwapriya Layout,770.0,2.0,30.0,2
9823,Vishwapriya Layout,910.0,2.0,36.0,2
9824,Vishwapriya Layout,890.0,2.0,37.0,2
9825,Vittasandra,1404.0,2.0,71.0,2
9826,Vittasandra,1246.0,2.0,67.0,2
9827,Vittasandra,1404.0,2.0,69.3,2
9828,Vittasandra,1246.0,2.0,67.3,2
9829,Vittasandra,1246.0,2.0,64.5,2
9830,Vittasandra,1246.0,2.0,64.5,2
9831,Vittasandra,1246.0,2.0,68.0,2
9832,Vittasandra,1743.0,3.0,85.0,3
9833,Vittasandra,1238.0,2.0,67.0,2
9834,Vittasandra,1404.0,2.0,75.0,2
9835,Vittasandra,1246.0,2.0,65.0,2
9836,Vittasandra,1238.0,2.0,67.0,2
9837,Vittasandra,1246.0,2.0,67.4,2
9838,Vittasandra,1259.0,2.0,67.4,2
9839,Vittasandra,1404.0,2.0,68.8,2
9840,Vittasandra,1246.0,2.0,62.3,2
9841,Vittasandra,1246.0,2.0,63.0,2
9842,Vittasandra,1246.0,2.0,67.4,2
9843,Vittasandra,1246.0,2.0,65.4,2
9844,Vittasandra,1650.0,3.0,84.0,3
9845,Vittasandra,1238.0,2.0,67.32,2
9846,Vittasandra,1246.0,2.0,67.4,2
9847,Vittasandra,1650.0,3.0,85.0,3
9848,Vittasandra,1246.0,2.0,67.3,2
9849,Vittasandra,1404.0,2.0,70.0,2
9850,Vittasandra,1259.0,2.0,67.48,2
9851,Vittasandra,1404.0,2.0,75.0,2
9852,Vittasandra,1650.0,3.0,85.5,3
9853,Vittasandra,1246.0,2.0,67.0,2
9854,Vittasandra,1650.0,3.0,85.0,3
9855,Vittasandra,1650.0,3.0,85.5,3
9856,Vittasandra,1404.0,2.0,72.0,2
